t      ,A11      ,A12     ,A21      ,A22      ,B11      ,B21
 9.026 ,-11.5689 ,76.8924 ,-76.8924 ,-11.5689 ,0.977345 ,1.91257
 9.028 ,-11.5696 ,76.8975 ,-76.8975 ,-11.5696 ,0.977253 ,1.91253
 9.03  ,-11.5704 ,76.9026 ,-76.9026 ,-11.5704 ,0.977161 ,1.91249
 9.032 ,-11.5712 ,76.9077 ,-76.9077 ,-11.5712 ,0.977069 ,1.91245
 9.034 ,-11.5719 ,76.9128 ,-76.9128 ,-11.5719 ,0.976977 ,1.91242
 9.036 ,-11.5727 ,76.9178 ,-76.9178 ,-11.5727 ,0.976886 ,1.91238
 9.038 ,-11.5734 ,76.9229 ,-76.9229 ,-11.5734 ,0.976795 ,1.91234
 9.04  ,-11.5741 ,76.9279 ,-76.9279 ,-11.5741 ,0.976705 ,1.9123
 9.042 ,-11.5749 ,76.9329 ,-76.9329 ,-11.5749 ,0.976614 ,1.91227
 9.044 ,-11.5756 ,76.9378 ,-76.9378 ,-11.5756 ,0.976524 ,1.91223
 9.046 ,-11.5764 ,76.9428 ,-76.9428 ,-11.5764 ,0.976435 ,1.91219
 9.048 ,-11.5771 ,76.9477 ,-76.9477 ,-11.5771 ,0.976345 ,1.91216
 9.05  ,-11.5778 ,76.9526 ,-76.9526 ,-11.5778 ,0.976256 ,1.91212
 9.052 ,-11.5785 ,76.9575 ,-76.9575 ,-11.5785 ,0.976167 ,1.91208
 9.054 ,-11.5793 ,76.9624 ,-76.9624 ,-11.5793 ,0.976079 ,1.91205
 9.056 ,-11.58   ,76.9672 ,-76.9672 ,-11.58   ,0.975991 ,1.91201
 9.058 ,-11.5807 ,76.9721 ,-76.9721 ,-11.5807 ,0.975903 ,1.91197
 9.06  ,-11.5814 ,76.9769 ,-76.9769 ,-11.5814 ,0.975816 ,1.91194
 9.062 ,-11.5821 ,76.9816 ,-76.9816 ,-11.5821 ,0.975729 ,1.9119
 9.064 ,-11.5828 ,76.9864 ,-76.9864 ,-11.5828 ,0.975642 ,1.91187
 9.066 ,-11.5835 ,76.9911 ,-76.9911 ,-11.5835 ,0.975556 ,1.91183
 9.068 ,-11.5842 ,76.9958 ,-76.9958 ,-11.5842 ,0.97547  ,1.9118
 9.07  ,-11.5849 ,77.0005 ,-77.0005 ,-11.5849 ,0.975385 ,1.91176
 9.072 ,-11.5856 ,77.0052 ,-77.0052 ,-11.5856 ,0.9753   ,1.91173
 9.074 ,-11.5863 ,77.0098 ,-77.0098 ,-11.5863 ,0.975215 ,1.91169
 9.076 ,-11.587  ,77.0144 ,-77.0144 ,-11.587  ,0.975131 ,1.91166
 9.078 ,-11.5876 ,77.019  ,-77.019  ,-11.5876 ,0.975048 ,1.91162
 9.08  ,-11.5883 ,77.0235 ,-77.0235 ,-11.5883 ,0.974964 ,1.91159
 9.082 ,-11.589  ,77.028  ,-77.028  ,-11.589  ,0.974881 ,1.91155
 9.084 ,-11.5897 ,77.0325 ,-77.0325 ,-11.5897 ,0.974799 ,1.91152
 9.086 ,-11.5903 ,77.037  ,-77.037  ,-11.5903 ,0.974717 ,1.91149
 9.088 ,-11.591  ,77.0414 ,-77.0414 ,-11.591  ,0.974636 ,1.91145
 9.09  ,-11.5916 ,77.0458 ,-77.0458 ,-11.5916 ,0.974555 ,1.91142
 9.092 ,-11.5923 ,77.0502 ,-77.0502 ,-11.5923 ,0.974474 ,1.91139
 9.094 ,-11.5929 ,77.0546 ,-77.0546 ,-11.5929 ,0.974394 ,1.91135
 9.096 ,-11.5936 ,77.0589 ,-77.0589 ,-11.5936 ,0.974315 ,1.91132
 9.098 ,-11.5942 ,77.0632 ,-77.0632 ,-11.5942 ,0.974236 ,1.91129
 9.1   ,-11.5948 ,77.0674 ,-77.0674 ,-11.5948 ,0.974158 ,1.91126
 9.102 ,-11.5954 ,77.0716 ,-77.0716 ,-11.5954 ,0.97408  ,1.91123
 9.104 ,-11.5961 ,77.0758 ,-77.0758 ,-11.5961 ,0.974002 ,1.91119
 9.106 ,-11.5967 ,77.08   ,-77.08   ,-11.5967 ,0.973925 ,1.91116
 9.108 ,-11.5973 ,77.0841 ,-77.0841 ,-11.5973 ,0.973849 ,1.91113
 9.11  ,-11.5979 ,77.0882 ,-77.0882 ,-11.5979 ,0.973773 ,1.9111
 9.112 ,-11.5985 ,77.0922 ,-77.0922 ,-11.5985 ,0.973698 ,1.91107
 9.114 ,-11.5991 ,77.0963 ,-77.0963 ,-11.5991 ,0.973624 ,1.91104
 9.116 ,-11.5997 ,77.1003 ,-77.1003 ,-11.5997 ,0.973549 ,1.91101
 9.118 ,-11.6003 ,77.1042 ,-77.1042 ,-11.6003 ,0.973476 ,1.91098
 9.12  ,-11.6009 ,77.1081 ,-77.1081 ,-11.6009 ,0.973403 ,1.91095
 9.122 ,-11.6014 ,77.112  ,-77.112  ,-11.6014 ,0.973331 ,1.91092
 9.124 ,-11.602  ,77.1158 ,-77.1158 ,-11.602  ,0.973259 ,1.91089
 9.126 ,-11.6026 ,77.1196 ,-77.1196 ,-11.6026 ,0.973188 ,1.91086
 9.128 ,-11.6031 ,77.1234 ,-77.1234 ,-11.6031 ,0.973118 ,1.91083
 9.13  ,-11.6037 ,77.1271 ,-77.1271 ,-11.6037 ,0.973048 ,1.9108
 9.132 ,-11.6042 ,77.1308 ,-77.1308 ,-11.6042 ,0.972979 ,1.91078
 9.134 ,-11.6048 ,77.1345 ,-77.1345 ,-11.6048 ,0.97291  ,1.91075
 9.136 ,-11.6053 ,77.1381 ,-77.1381 ,-11.6053 ,0.972842 ,1.91072
 9.138 ,-11.6058 ,77.1416 ,-77.1416 ,-11.6058 ,0.972775 ,1.91069
 9.14  ,-11.6063 ,77.1452 ,-77.1452 ,-11.6063 ,0.972709 ,1.91066
 9.142 ,-11.6069 ,77.1487 ,-77.1487 ,-11.6069 ,0.972643 ,1.91064
 9.144 ,-11.6074 ,77.1521 ,-77.1521 ,-11.6074 ,0.972578 ,1.91061
 9.146 ,-11.6079 ,77.1555 ,-77.1555 ,-11.6079 ,0.972513 ,1.91059
 9.148 ,-11.6084 ,77.1589 ,-77.1589 ,-11.6084 ,0.972449 ,1.91056
 9.15  ,-11.6089 ,77.1622 ,-77.1622 ,-11.6089 ,0.972386 ,1.91053
 9.152 ,-11.6094 ,77.1655 ,-77.1655 ,-11.6094 ,0.972324 ,1.91051
 9.154 ,-11.6098 ,77.1687 ,-77.1687 ,-11.6098 ,0.972262 ,1.91048
 9.156 ,-11.6103 ,77.1719 ,-77.1719 ,-11.6103 ,0.972201 ,1.91046
 9.158 ,-11.6108 ,77.1751 ,-77.1751 ,-11.6108 ,0.972141 ,1.91043
 9.16  ,-11.6112 ,77.1782 ,-77.1782 ,-11.6112 ,0.972082 ,1.91041
 9.162 ,-11.6117 ,77.1813 ,-77.1813 ,-11.6117 ,0.972023 ,1.91039
 9.164 ,-11.6121 ,77.1843 ,-77.1843 ,-11.6121 ,0.971965 ,1.91036
 9.166 ,-11.6126 ,77.1872 ,-77.1872 ,-11.6126 ,0.971908 ,1.91034
 9.168 ,-11.613  ,77.1902 ,-77.1902 ,-11.613  ,0.971851 ,1.91032
 9.17  ,-11.6134 ,77.1931 ,-77.1931 ,-11.6134 ,0.971795 ,1.91029
 9.172 ,-11.6139 ,77.1959 ,-77.1959 ,-11.6139 ,0.97174  ,1.91027
 9.174 ,-11.6143 ,77.1987 ,-77.1987 ,-11.6143 ,0.971686 ,1.91025
 9.176 ,-11.6147 ,77.2014 ,-77.2014 ,-11.6147 ,0.971633 ,1.91023
 9.178 ,-11.6151 ,77.2041 ,-77.2041 ,-11.6151 ,0.97158  ,1.91021
 9.18  ,-11.6155 ,77.2068 ,-77.2068 ,-11.6155 ,0.971529 ,1.91018
 9.182 ,-11.6159 ,77.2094 ,-77.2094 ,-11.6159 ,0.971478 ,1.91016
 9.184 ,-11.6162 ,77.2119 ,-77.2119 ,-11.6162 ,0.971427 ,1.91014
 9.186 ,-11.6166 ,77.2144 ,-77.2144 ,-11.6166 ,0.971378 ,1.91012
 9.188 ,-11.617  ,77.2169 ,-77.2169 ,-11.617  ,0.97133  ,1.9101
 9.19  ,-11.6173 ,77.2193 ,-77.2193 ,-11.6173 ,0.971282 ,1.91009
 9.192 ,-11.6177 ,77.2216 ,-77.2216 ,-11.6177 ,0.971235 ,1.91007
 9.194 ,-11.618  ,77.224  ,-77.224  ,-11.618  ,0.971189 ,1.91005
 9.196 ,-11.6183 ,77.2262 ,-77.2262 ,-11.6183 ,0.971144 ,1.91003
 9.198 ,-11.6187 ,77.2284 ,-77.2284 ,-11.6187 ,0.9711   ,1.91001
 9.2   ,-11.619  ,77.2306 ,-77.2306 ,-11.619  ,0.971056 ,1.90999
 9.202 ,-11.6193 ,77.2327 ,-77.2327 ,-11.6193 ,0.971014 ,1.90998
 9.204 ,-11.6196 ,77.2347 ,-77.2347 ,-11.6196 ,0.970972 ,1.90996
 9.206 ,-11.6199 ,77.2367 ,-77.2367 ,-11.6199 ,0.970931 ,1.90994
 9.208 ,-11.6202 ,77.2386 ,-77.2386 ,-11.6202 ,0.970891 ,1.90993
 9.21  ,-11.6205 ,77.2405 ,-77.2405 ,-11.6205 ,0.970852 ,1.90991
 9.212 ,-11.6207 ,77.2424 ,-77.2424 ,-11.6207 ,0.970814 ,1.9099
 9.214 ,-11.621  ,77.2441 ,-77.2441 ,-11.621  ,0.970777 ,1.90988
 9.216 ,-11.6213 ,77.2459 ,-77.2459 ,-11.6213 ,0.970741 ,1.90987
 9.218 ,-11.6215 ,77.2475 ,-77.2475 ,-11.6215 ,0.970706 ,1.90985
 9.22  ,-11.6217 ,77.2492 ,-77.2492 ,-11.6217 ,0.970671 ,1.90984
 9.222 ,-11.622  ,77.2507 ,-77.2507 ,-11.622  ,0.970638 ,1.90983
 9.224 ,-11.6222 ,77.2522 ,-77.2522 ,-11.6222 ,0.970605 ,1.90981
 9.226 ,-11.6224 ,77.2537 ,-77.2537 ,-11.6224 ,0.970574 ,1.9098
 9.228 ,-11.6226 ,77.2551 ,-77.2551 ,-11.6226 ,0.970543 ,1.90979
 9.23  ,-11.6228 ,77.2564 ,-77.2564 ,-11.6228 ,0.970513 ,1.90978
 9.232 ,-11.623  ,77.2577 ,-77.2577 ,-11.623  ,0.970478 ,1.90976
 9.234 ,-11.6232 ,77.2589 ,-77.2589 ,-11.6232 ,0.970446 ,1.90975
 9.236 ,-11.6234 ,77.2601 ,-77.2601 ,-11.6234 ,0.970414 ,1.90973
 9.238 ,-11.6235 ,77.2612 ,-77.2612 ,-11.6235 ,0.970383 ,1.90972
 9.24  ,-11.6237 ,77.2623 ,-77.2623 ,-11.6237 ,0.970354 ,1.90971
 9.242 ,-11.6238 ,77.2632 ,-77.2632 ,-11.6238 ,0.970326 ,1.9097
 9.244 ,-11.624  ,77.2642 ,-77.2642 ,-11.624  ,0.970299 ,1.90969
 9.246 ,-11.6241 ,77.265  ,-77.265  ,-11.6241 ,0.970273 ,1.90968
 9.248 ,-11.6242 ,77.2659 ,-77.2659 ,-11.6242 ,0.970249 ,1.90966
 9.25  ,-11.6243 ,77.2666 ,-77.2666 ,-11.6243 ,0.970226 ,1.90966
 9.252 ,-11.6244 ,77.2673 ,-77.2673 ,-11.6244 ,0.970204 ,1.90965
 9.254 ,-11.6245 ,77.2679 ,-77.2679 ,-11.6245 ,0.970183 ,1.90964
 9.256 ,-11.6246 ,77.2685 ,-77.2685 ,-11.6246 ,0.970164 ,1.90963
 9.258 ,-11.6247 ,77.269  ,-77.269  ,-11.6247 ,0.970146 ,1.90962
 9.26  ,-11.6248 ,77.2695 ,-77.2695 ,-11.6248 ,0.970129 ,1.90962
 9.262 ,-11.6248 ,77.2699 ,-77.2699 ,-11.6248 ,0.970113 ,1.90961
 9.264 ,-11.6249 ,77.2702 ,-77.2702 ,-11.6249 ,0.970099 ,1.9096
 9.266 ,-11.6249 ,77.2704 ,-77.2704 ,-11.6249 ,0.970086 ,1.9096
 9.268 ,-11.6249 ,77.2706 ,-77.2706 ,-11.6249 ,0.970074 ,1.90959
 9.27  ,-11.625  ,77.2708 ,-77.2708 ,-11.625  ,0.970064 ,1.90959
 9.272 ,-11.625  ,77.2709 ,-77.2709 ,-11.625  ,0.970055 ,1.90959
 9.274 ,-11.625  ,77.2709 ,-77.2709 ,-11.625  ,0.970047 ,1.90958
 9.276 ,-11.625  ,77.2708 ,-77.2708 ,-11.625  ,0.970041 ,1.90958
 9.278 ,-11.6249 ,77.2707 ,-77.2707 ,-11.6249 ,0.970035 ,1.90958
 9.28  ,-11.6249 ,77.2705 ,-77.2705 ,-11.6249 ,0.970035 ,1.90958
 9.282 ,-11.6249 ,77.2703 ,-77.2703 ,-11.6249 ,0.970037 ,1.90959
 9.284 ,-11.6248 ,77.27   ,-77.27   ,-11.6248 ,0.97004  ,1.90959
 9.286 ,-11.6248 ,77.2696 ,-77.2696 ,-11.6248 ,0.970044 ,1.9096
 9.288 ,-11.6247 ,77.2692 ,-77.2692 ,-11.6247 ,0.97005  ,1.9096
 9.29  ,-11.6246 ,77.2687 ,-77.2687 ,-11.6246 ,0.970057 ,1.90961
 9.292 ,-11.6246 ,77.2681 ,-77.2681 ,-11.6246 ,0.970065 ,1.90961
 9.294 ,-11.6245 ,77.2675 ,-77.2675 ,-11.6245 ,0.970074 ,1.90962
 9.296 ,-11.6244 ,77.2668 ,-77.2668 ,-11.6244 ,0.970085 ,1.90963
 9.298 ,-11.6242 ,77.266  ,-77.266  ,-11.6242 ,0.970097 ,1.90964
 9.3   ,-11.6241 ,77.2652 ,-77.2652 ,-11.6241 ,0.97011  ,1.90964
 9.302 ,-11.624  ,77.2643 ,-77.2643 ,-11.624  ,0.970124 ,1.90965
 9.304 ,-11.6238 ,77.2633 ,-77.2633 ,-11.6238 ,0.97014  ,1.90966
 9.306 ,-11.6237 ,77.2623 ,-77.2623 ,-11.6237 ,0.970157 ,1.90967
 9.308 ,-11.6235 ,77.2612 ,-77.2612 ,-11.6235 ,0.970176 ,1.90968
 9.31  ,-11.6234 ,77.26   ,-77.26   ,-11.6234 ,0.970196 ,1.90969
 9.312 ,-11.6232 ,77.2588 ,-77.2588 ,-11.6232 ,0.970217 ,1.90971
 9.314 ,-11.623  ,77.2575 ,-77.2575 ,-11.623  ,0.970239 ,1.90972
 9.316 ,-11.6228 ,77.2561 ,-77.2561 ,-11.6228 ,0.970263 ,1.90973
 9.318 ,-11.6226 ,77.2546 ,-77.2546 ,-11.6226 ,0.970288 ,1.90974
 9.32  ,-11.6223 ,77.2531 ,-77.2531 ,-11.6223 ,0.970314 ,1.90976
 9.322 ,-11.6221 ,77.2515 ,-77.2515 ,-11.6221 ,0.970342 ,1.90977
 9.324 ,-11.6219 ,77.2499 ,-77.2499 ,-11.6219 ,0.970371 ,1.90979
 9.326 ,-11.6216 ,77.2481 ,-77.2481 ,-11.6216 ,0.970402 ,1.9098
 9.328 ,-11.6213 ,77.2463 ,-77.2463 ,-11.6213 ,0.970434 ,1.90982
 9.33  ,-11.6211 ,77.2445 ,-77.2445 ,-11.6211 ,0.970463 ,1.90983
 9.332 ,-11.6208 ,77.2425 ,-77.2425 ,-11.6208 ,0.970491 ,1.90985
 9.334 ,-11.6205 ,77.2405 ,-77.2405 ,-11.6205 ,0.97052  ,1.90986
 9.336 ,-11.6202 ,77.2384 ,-77.2384 ,-11.6202 ,0.970551 ,1.90988
 9.338 ,-11.6198 ,77.2363 ,-77.2363 ,-11.6198 ,0.970583 ,1.90989
 9.34  ,-11.6195 ,77.2341 ,-77.2341 ,-11.6195 ,0.970616 ,1.90991
 9.342 ,-11.6192 ,77.2318 ,-77.2318 ,-11.6192 ,0.97065  ,1.90992
 9.344 ,-11.6188 ,77.2294 ,-77.2294 ,-11.6188 ,0.970685 ,1.90994
 9.346 ,-11.6185 ,77.2269 ,-77.2269 ,-11.6185 ,0.970722 ,1.90995
 9.348 ,-11.6181 ,77.2244 ,-77.2244 ,-11.6181 ,0.970759 ,1.90997
 9.35  ,-11.6177 ,77.2218 ,-77.2218 ,-11.6177 ,0.970798 ,1.90999
 9.352 ,-11.6173 ,77.2191 ,-77.2191 ,-11.6173 ,0.970838 ,1.91001
 9.354 ,-11.6169 ,77.2164 ,-77.2164 ,-11.6169 ,0.970879 ,1.91002
 9.356 ,-11.6165 ,77.2136 ,-77.2136 ,-11.6165 ,0.970921 ,1.91004
 9.358 ,-11.616  ,77.2107 ,-77.2107 ,-11.616  ,0.970964 ,1.91006
 9.36  ,-11.6156 ,77.2077 ,-77.2077 ,-11.6156 ,0.971009 ,1.91008
 9.362 ,-11.6152 ,77.2047 ,-77.2047 ,-11.6152 ,0.971055 ,1.9101
 9.364 ,-11.6147 ,77.2016 ,-77.2016 ,-11.6147 ,0.971102 ,1.91012
 9.366 ,-11.6142 ,77.1984 ,-77.1984 ,-11.6142 ,0.97115  ,1.91014
 9.368 ,-11.6137 ,77.1951 ,-77.1951 ,-11.6137 ,0.971199 ,1.91016
 9.37  ,-11.6132 ,77.1918 ,-77.1918 ,-11.6132 ,0.97125  ,1.91018
 9.372 ,-11.6127 ,77.1884 ,-77.1884 ,-11.6127 ,0.971301 ,1.9102
 9.374 ,-11.6122 ,77.1849 ,-77.1849 ,-11.6122 ,0.971354 ,1.91023
 9.376 ,-11.6117 ,77.1813 ,-77.1813 ,-11.6117 ,0.971408 ,1.91025
 9.378 ,-11.6112 ,77.1777 ,-77.1777 ,-11.6112 ,0.971463 ,1.91027
 9.38  ,-11.6106 ,77.174  ,-77.174  ,-11.6106 ,0.97152  ,1.9103
 9.382 ,-11.61   ,77.1702 ,-77.1702 ,-11.61   ,0.971578 ,1.91032
 9.384 ,-11.6095 ,77.1663 ,-77.1663 ,-11.6095 ,0.971636 ,1.91035
 9.386 ,-11.6089 ,77.1624 ,-77.1624 ,-11.6089 ,0.971697 ,1.91037
 9.388 ,-11.6083 ,77.1583 ,-77.1583 ,-11.6083 ,0.971758 ,1.9104
 9.39  ,-11.6077 ,77.1542 ,-77.1542 ,-11.6077 ,0.97182  ,1.91042
 9.392 ,-11.6071 ,77.1501 ,-77.1501 ,-11.6071 ,0.971884 ,1.91045
 9.394 ,-11.6064 ,77.1458 ,-77.1458 ,-11.6064 ,0.971949 ,1.91047
 9.396 ,-11.6058 ,77.1415 ,-77.1415 ,-11.6058 ,0.972015 ,1.9105
 9.398 ,-11.6051 ,77.1371 ,-77.1371 ,-11.6051 ,0.972082 ,1.91053
 9.4   ,-11.6045 ,77.1326 ,-77.1326 ,-11.6045 ,0.972151 ,1.91056
 9.402 ,-11.6038 ,77.128  ,-77.128  ,-11.6038 ,0.972221 ,1.91059
 9.404 ,-11.6031 ,77.1234 ,-77.1234 ,-11.6031 ,0.972292 ,1.91061
 9.406 ,-11.6024 ,77.1187 ,-77.1187 ,-11.6024 ,0.972365 ,1.91064
 9.408 ,-11.6017 ,77.1139 ,-77.1139 ,-11.6017 ,0.972438 ,1.91067
 9.41  ,-11.601  ,77.109  ,-77.109  ,-11.601  ,0.972513 ,1.9107
 9.412 ,-11.6002 ,77.1041 ,-77.1041 ,-11.6002 ,0.972589 ,1.91073
 9.414 ,-11.5995 ,77.099  ,-77.099  ,-11.5995 ,0.972667 ,1.91076
 9.416 ,-11.5987 ,77.0939 ,-77.0939 ,-11.5987 ,0.972745 ,1.9108
 9.418 ,-11.598  ,77.0887 ,-77.0887 ,-11.598  ,0.972825 ,1.91083
 9.42  ,-11.5972 ,77.0835 ,-77.0835 ,-11.5972 ,0.972906 ,1.91086
 9.422 ,-11.5964 ,77.0781 ,-77.0781 ,-11.5964 ,0.972989 ,1.91089
 9.424 ,-11.5956 ,77.0727 ,-77.0727 ,-11.5956 ,0.973072 ,1.91093
 9.426 ,-11.5948 ,77.0672 ,-77.0672 ,-11.5948 ,0.973157 ,1.91096
 9.428 ,-11.594  ,77.0616 ,-77.0616 ,-11.594  ,0.973244 ,1.911
 9.43  ,-11.5931 ,77.0559 ,-77.0559 ,-11.5931 ,0.973331 ,1.91103
 9.432 ,-11.5923 ,77.0502 ,-77.0502 ,-11.5923 ,0.97342  ,1.91107
 9.434 ,-11.5914 ,77.0443 ,-77.0443 ,-11.5914 ,0.97351  ,1.9111
 9.436 ,-11.5905 ,77.0384 ,-77.0384 ,-11.5905 ,0.973601 ,1.91114
 9.438 ,-11.5896 ,77.0324 ,-77.0324 ,-11.5896 ,0.973694 ,1.91117
 9.44  ,-11.5887 ,77.0264 ,-77.0264 ,-11.5887 ,0.973788 ,1.91121
 9.442 ,-11.5878 ,77.0202 ,-77.0202 ,-11.5878 ,0.973883 ,1.91125
 9.444 ,-11.5869 ,77.014  ,-77.014  ,-11.5869 ,0.97398  ,1.91129
 9.446 ,-11.586  ,77.0077 ,-77.0077 ,-11.586  ,0.974079 ,1.91133
 9.448 ,-11.585  ,77.0013 ,-77.0013 ,-11.585  ,0.974184 ,1.91137
 9.45  ,-11.5841 ,76.9949 ,-76.9949 ,-11.5841 ,0.97429  ,1.91141
 9.452 ,-11.5831 ,76.9883 ,-76.9883 ,-11.5831 ,0.974397 ,1.91146
 9.454 ,-11.5821 ,76.9817 ,-76.9817 ,-11.5821 ,0.974508 ,1.91153
 9.456 ,-11.5811 ,76.975  ,-76.975  ,-11.5811 ,0.974621 ,1.91159
 9.458 ,-11.5801 ,76.9682 ,-76.9682 ,-11.5801 ,0.974735 ,1.91165
 9.46  ,-11.5791 ,76.9613 ,-76.9613 ,-11.5791 ,0.97485  ,1.91172
 9.462 ,-11.5781 ,76.9544 ,-76.9544 ,-11.5781 ,0.974967 ,1.91179
 9.464 ,-11.577  ,76.9473 ,-76.9473 ,-11.577  ,0.975085 ,1.91185
 9.466 ,-11.576  ,76.9402 ,-76.9402 ,-11.576  ,0.975205 ,1.91192
 9.468 ,-11.5749 ,76.9331 ,-76.9331 ,-11.5749 ,0.975326 ,1.91199
 9.47  ,-11.5738 ,76.9258 ,-76.9258 ,-11.5738 ,0.975449 ,1.91206
 9.472 ,-11.5728 ,76.9185 ,-76.9185 ,-11.5728 ,0.975573 ,1.91213
 9.474 ,-11.5717 ,76.911  ,-76.911  ,-11.5717 ,0.975699 ,1.9122
 9.476 ,-11.5705 ,76.9035 ,-76.9035 ,-11.5705 ,0.975826 ,1.91227
 9.478 ,-11.5694 ,76.896  ,-76.896  ,-11.5694 ,0.975954 ,1.91234
 9.48  ,-11.5683 ,76.8883 ,-76.8883 ,-11.5683 ,0.976084 ,1.91241
 9.482 ,-11.5671 ,76.8806 ,-76.8806 ,-11.5671 ,0.976216 ,1.91249
 9.484 ,-11.566  ,76.8727 ,-76.8727 ,-11.566  ,0.976349 ,1.91256
 9.486 ,-11.5648 ,76.8648 ,-76.8648 ,-11.5648 ,0.976483 ,1.91264
 9.488 ,-11.5636 ,76.8569 ,-76.8569 ,-11.5636 ,0.976619 ,1.91271
 9.49  ,-11.5624 ,76.8488 ,-76.8488 ,-11.5624 ,0.976757 ,1.91279
 9.492 ,-11.5612 ,76.8407 ,-76.8407 ,-11.5612 ,0.976896 ,1.91287
 9.494 ,-11.56   ,76.8325 ,-76.8325 ,-11.56   ,0.977036 ,1.91295
 9.496 ,-11.5588 ,76.8242 ,-76.8242 ,-11.5588 ,0.977178 ,1.91302
 9.498 ,-11.5575 ,76.8158 ,-76.8158 ,-11.5575 ,0.977321 ,1.9131
 9.5   ,-11.5563 ,76.8074 ,-76.8074 ,-11.5563 ,0.977466 ,1.91318
 9.502 ,-11.555  ,76.7988 ,-76.7988 ,-11.555  ,0.977613 ,1.91327
 9.504 ,-11.5538 ,76.7903 ,-76.7903 ,-11.5538 ,0.977761 ,1.91335
 9.506 ,-11.5525 ,76.7816 ,-76.7816 ,-11.5525 ,0.97791  ,1.91343
 9.508 ,-11.5512 ,76.7728 ,-76.7728 ,-11.5512 ,0.978061 ,1.91351
 9.51  ,-11.5499 ,76.764  ,-76.764  ,-11.5499 ,0.978214 ,1.9136
 9.512 ,-11.5486 ,76.7551 ,-76.7551 ,-11.5486 ,0.978368 ,1.91368
 9.514 ,-11.5472 ,76.7462 ,-76.7462 ,-11.5472 ,0.978523 ,1.91377
 9.516 ,-11.5459 ,76.7371 ,-76.7371 ,-11.5459 ,0.978681 ,1.91385
 9.518 ,-11.5445 ,76.728  ,-76.728  ,-11.5445 ,0.978839 ,1.91394
 9.52  ,-11.5432 ,76.7188 ,-76.7188 ,-11.5432 ,0.978999 ,1.91403
 9.522 ,-11.5418 ,76.7096 ,-76.7096 ,-11.5418 ,0.979161 ,1.91412
 9.524 ,-11.5404 ,76.7003 ,-76.7003 ,-11.5404 ,0.979324 ,1.91421
 9.526 ,-11.539  ,76.6909 ,-76.6909 ,-11.539  ,0.979489 ,1.9143
 9.528 ,-11.5376 ,76.6815 ,-76.6815 ,-11.5376 ,0.979656 ,1.91439
 9.53  ,-11.5362 ,76.6721 ,-76.6721 ,-11.5362 ,0.979824 ,1.91448
 9.532 ,-11.5348 ,76.6625 ,-76.6625 ,-11.5348 ,0.979993 ,1.91457
 9.534 ,-11.5334 ,76.6529 ,-76.6529 ,-11.5334 ,0.980164 ,1.91467
 9.536 ,-11.532  ,76.6433 ,-76.6433 ,-11.532  ,0.980336 ,1.91476
 9.538 ,-11.5306 ,76.6337 ,-76.6337 ,-11.5306 ,0.980511 ,1.91485
 9.54  ,-11.5291 ,76.624  ,-76.624  ,-11.5291 ,0.980686 ,1.91495
 9.542 ,-11.5277 ,76.6143 ,-76.6143 ,-11.5277 ,0.980863 ,1.91505
 9.544 ,-11.5262 ,76.6046 ,-76.6046 ,-11.5262 ,0.981042 ,1.91514
 9.546 ,-11.5248 ,76.5949 ,-76.5949 ,-11.5248 ,0.981222 ,1.91524
 9.548 ,-11.5234 ,76.5852 ,-76.5852 ,-11.5234 ,0.98136  ,1.91533
 9.55  ,-11.522  ,76.5756 ,-76.5756 ,-11.522  ,0.981483 ,1.91542
 9.552 ,-11.5205 ,76.566  ,-76.566  ,-11.5205 ,0.981608 ,1.91552
 9.554 ,-11.5191 ,76.5565 ,-76.5565 ,-11.5191 ,0.981733 ,1.91561
 9.556 ,-11.5177 ,76.5471 ,-76.5471 ,-11.5177 ,0.98186  ,1.9157
 9.558 ,-11.5164 ,76.538  ,-76.538  ,-11.5164 ,0.981988 ,1.9158
 9.56  ,-11.5151 ,76.5291 ,-76.5291 ,-11.5151 ,0.982116 ,1.91589
 9.562 ,-11.5138 ,76.5205 ,-76.5205 ,-11.5138 ,0.982246 ,1.91599
 9.564 ,-11.5126 ,76.5124 ,-76.5124 ,-11.5126 ,0.982377 ,1.91608
 9.566 ,-11.5115 ,76.5049 ,-76.5049 ,-11.5115 ,0.982509 ,1.91618
 9.568 ,-11.5105 ,76.4981 ,-76.4981 ,-11.5105 ,0.982641 ,1.91627
 9.57  ,-11.5096 ,76.4923 ,-76.4923 ,-11.5096 ,0.982775 ,1.91637
 9.572 ,-11.5089 ,76.4878 ,-76.4878 ,-11.5089 ,0.98291  ,1.91647
 9.574 ,-11.5085 ,76.4848 ,-76.4848 ,-11.5085 ,0.983046 ,1.91657
 9.576 ,-11.5083 ,76.4835 ,-76.4835 ,-11.5083 ,0.983183 ,1.91667
 9.578 ,-11.5084 ,76.484  ,-76.484  ,-11.5084 ,0.983321 ,1.91677
 9.58  ,-11.5087 ,76.4864 ,-76.4864 ,-11.5087 ,0.98346  ,1.91687
 9.582 ,-11.5094 ,76.4905 ,-76.4905 ,-11.5094 ,0.9836   ,1.91697
 9.584 ,-11.5102 ,76.4962 ,-76.4962 ,-11.5102 ,0.983655 ,1.91704
 9.586 ,-11.5112 ,76.5031 ,-76.5031 ,-11.5112 ,0.983708 ,1.91709
