t,u,pred_p_x,pred_p_y,pred_p_z,pred_v_x,pred_v_y,pred_v_z,p_x,p_y,p_z,v_x,v_y,v_z
0.664,0,-1.66204,0,54.3249,-0.70459,0,-0.026062,-2.12412,0,54.3108,0.112495,0,0.00538532
0.666,0,-1.66209,0,54.3249,-0.707336,0,-0.0261841,-2.12412,0,54.3108,0.112425,0,0.00536953
0.668,0,-1.66216,0,54.3249,-0.709229,0,-0.0262451,-2.12412,0,54.3108,0.112356,0,0.00537954
0.67,0,-1.66223,0,54.3249,-0.710266,0,-0.0263062,-2.12412,0,54.3108,0.112291,0,0.00536313
0.672,0,-1.66229,0,54.3249,-0.710571,0,-0.0263672,-2.12412,0,54.3108,0.112231,0,0.00537357
0.674,0,-1.66236,0,54.3249,-0.710144,0,-0.0263672,-2.12412,0,54.3108,0.112178,0,0.00535857
0.676,0,-1.66242,0,54.3249,-0.708923,0,-0.0264282,-2.12412,0,54.3108,0.112132,0,0.00536793
0.678,0,-1.66248,0,54.3249,-0.707031,0,-0.0264282,-2.12412,0,54.3108,0.112094,0,0.00535617
0.68,0,-1.66254,0,54.3249,-0.704651,0,-0.0263672,-2.12412,0,54.3108,0.112065,0,0.00536306
0.682,0,-1.66259,0,54.3249,-0.701721,0,-0.0263672,-2.12412,0,54.3108,0.112045,0,0.00535595
0.684,0,-1.66264,0,54.3249,-0.698486,0,-0.0263062,-2.12412,0,54.3108,0.112033,0,0.00535935
0.686,0,-1.66267,0,54.3249,-0.694763,0,-0.0262451,-2.12413,0,54.3108,0.112031,0,0.00535772
0.688,0,-1.66271,0,54.3249,-0.690796,0,-0.0261841,-2.12413,0,54.3108,0.112037,0,0.00535709
0.69,0,-1.66273,0,54.3249,-0.686951,0,-0.026123,-2.12413,0,54.3108,0.112051,0,0.00536107
0.692,0,-1.66274,0,54.3249,-0.682861,0,-0.026062,-2.12413,0,54.3108,0.112072,0,0.00535643
0.694,0,-1.66275,0,54.3249,-0.678955,0,-0.0259399,-2.12413,0,54.3108,0.112099,0,0.00536545
0.696,0,-1.66275,0,54.3249,-0.675293,0,-0.0258789,-2.12413,0,54.3108,0.112133,0,0.00535739
0.698,0,-1.66274,0,54.3249,-0.671753,0,-0.0258179,-2.12413,0,54.3108,0.11217,0,0.00537025
0.7,0,-1.66272,0,54.3249,-0.668518,0,-0.0256348,-2.12413,0,54.3108,0.112211,0,0.00535985
0.702,0,-1.6627,0,54.3249,-0.665649,0,-0.0255127,-2.12413,0,54.3108,0.112253,0,0.00537488
0.704,0,-1.66267,0,54.3249,-0.663208,0,-0.0255127,-2.12413,0,54.3108,0.112298,0,0.00536356
0.706,0,-1.66264,0,54.3249,-0.661316,0,-0.0254517,-2.12413,0,54.3108,0.112341,0,0.00537883
0.708,0,-1.6626,0,54.3249,-0.659851,0,-0.0253906,-2.12413,0,54.3108,0.112385,0,0.00536814
0.71,0,-1.66256,0,54.3249,-0.658875,0,-0.0253296,-2.12413,0,54.3108,0.112425,0,0.00538173
0.712,0,-1.66252,0,54.3249,-0.658447,0,-0.0253906,-2.12413,0,54.3108,0.112464,0,0.00537315
0.714,0,-1.66248,0,54.3249,-0.658447,0,-0.0252686,-2.12413,0,54.3108,0.112498,0,0.00538335
0.716,0,-1.66243,0,54.3249,-0.658936,0,-0.0252686,-2.12413,0,54.3108,0.112528,0,0.00537811
0.718,0,-1.6624,0,54.3249,-0.659851,0,-0.0253296,-2.12413,0,54.3108,0.112553,0,0.00538367
0.72,0,-1.66236,0,54.3249,-0.661194,0,-0.0252686,-2.12413,0,54.3108,0.112573,0,0.00538254
0.722,0,-1.66232,0,54.3249,-0.66272,0,-0.0252686,-2.12413,0,54.3108,0.112588,0,0.00538283
0.724,0,-1.6623,0,54.3249,-0.664734,0,-0.0252686,-2.12413,0,54.3108,0.112596,0,0.00538602
0.726,0,-1.66227,0,54.3249,-0.666992,0,-0.0253296,-2.12413,0,54.3108,0.1126,0,0.00538107
0.728,0,-1.66224,0,54.3249,-0.669189,0,-0.0253906,-2.12413,0,54.3108,0.112598,0,0.00538823
0.73,0,-1.66223,0,54.3249,-0.671753,0,-0.0253906,-2.12413,0,54.3108,0.112591,0,0.00537875
0.732,0,-1.66222,0,54.3249,-0.674255,0,-0.0255127,-2.12413,0,54.3108,0.112579,0,0.00538897
0.734,0,-1.66221,0,54.3249,-0.676697,0,-0.0255127,-2.12413,0,54.3108,0.112564,0,0.00537625
0.736,0,-1.66221,0,54.3249,-0.679138,0,-0.0255737,-2.12413,0,54.3108,0.112544,0,0.00538819
0.738,0,-1.66221,0,54.3249,-0.681335,0,-0.0256348,-2.12412,0,54.3108,0.112523,0,0.00537392
0.74,0,-1.66222,0,54.3249,-0.683472,0,-0.0256348,-2.12412,0,54.3108,0.112498,0,0.005386
0.742,0,-1.66224,0,54.3249,-0.685425,0,-0.0256958,-2.12412,0,54.3108,0.112472,0,0.00537205
0.744,0,-1.66225,0,54.3249,-0.687134,0,-0.0258179,-2.12412,0,54.3108,0.112445,0,0.00538265
0.746,0,-1.66227,0,54.3249,-0.688477,0,-0.0259399,-2.12412,0,54.3108,0.112418,0,0.00537083
0.748,0,-1.66229,0,54.3249,-0.689575,0,-0.0259399,-2.12412,0,54.3108,0.112391,0,0.00537852
0.75,0,-1.66231,0,54.3249,-0.690308,0,-0.0259399,-2.12412,0,54.3108,0.112366,0,0.00537034
0.752,0,-1.66234,0,54.3249,-0.690796,0,-0.026001,-2.12412,0,54.3108,0.112341,0,0.00537405
0.754,0,-1.66236,0,54.3249,-0.690918,0,-0.0259399,-2.12412,0,54.3108,0.112319,0,0.00537054
0.756,0,-1.66239,0,54.3249,-0.690796,0,-0.026001,-2.12412,0,54.3108,0.1123,0,0.00536973
0.758,0,-1.66242,0,54.3249,-0.690308,0,-0.0259399,-2.12412,0,54.3108,0.112283,0,0.00537129
0.76,0,-1.66244,0,54.3249,-0.689697,0,-0.0259399,-2.12412,0,54.3108,0.11227,0,0.00536602
0.762,0,-1.66246,0,54.3249,-0.688782,0,-0.026001,-2.12413,0,54.3108,0.11226,0,0.00537238
0.764,0,-1.66248,0,54.3249,-0.687622,0,-0.0259399,-2.12413,0,54.3108,0.112253,0,0.00536329
0.766,0,-1.66249,0,54.3249,-0.68634,0,-0.0259399,-2.12413,0,54.3108,0.112249,0,0.00537358
0.768,0,-1.66251,0,54.3249,-0.684937,0,-0.0259399,-2.12413,0,54.3108,0.11225,0,0.00536183
0.77,0,-1.66253,0,54.3249,-0.683411,0,-0.0259399,-2.12413,0,54.3108,0.112252,0,0.00537466
0.772,0,-1.66254,0,54.3249,-0.681885,0,-0.0258789,-2.12413,0,54.3108,0.112259,0,0.00536177
0.774,0,-1.66254,0,54.3249,-0.680359,0,-0.0258179,-2.12413,0,54.3108,0.112267,0,0.00537541
0.776,0,-1.66254,0,54.3249,-0.678833,0,-0.0258179,-2.12413,0,54.3108,0.112279,0,0.00536307
0.778,0,-1.66254,0,54.3249,-0.677307,0,-0.0258179,-2.12413,0,54.3108,0.112291,0,0.00537573
0.78,0,-1.66254,0,54.3249,-0.675964,0,-0.0256958,-2.12413,0,54.3108,0.112307,0,0.00536555
0.782,0,-1.66254,0,54.3249,-0.674744,0,-0.0256348,-2.12413,0,54.3108,0.112322,0,0.00537558
0.784,0,-1.66252,0,54.3249,-0.673584,0,-0.0256348,-2.12413,0,54.3108,0.112339,0,0.00536891
0.786,0,-1.66252,0,54.3249,-0.672668,0,-0.0256348,-2.12413,0,54.3108,0.112355,0,0.005375
0.788,0,-1.6625,0,54.3249,-0.671814,0,-0.0255737,-2.12413,0,54.3108,0.112372,0,0.00537275
0.79,0,-1.66249,0,54.3249,-0.671204,0,-0.0256348,-2.12413,0,54.3108,0.112388,0,0.00537412
0.792,0,-1.66247,0,54.3249,-0.670837,0,-0.0255737,-2.12413,0,54.3108,0.112403,0,0.0053766
0.794,0,-1.66246,0,54.3249,-0.670715,0,-0.0255127,-2.12413,0,54.3108,0.112418,0,0.00537313
0.796,0,-1.66244,0,54.3249,-0.670593,0,-0.0255127,-2.12413,0,54.3108,0.11243,0,0.00538004
0.798,0,-1.66243,0,54.3249,-0.670837,0,-0.0255737,-2.12413,0,54.3108,0.112441,0,0.00537221
0.8,0,-1.66241,0,54.3249,-0.671143,0,-0.0255127,-2.12413,0,54.3108,0.11245,0,0.00538267
0.802,0,-1.6624,0,54.3249,-0.671753,0,-0.0255127,-2.12413,0,54.3108,0.112457,0,0.00537156
0.804,0,-1.66238,0,54.3249,-0.672363,0,-0.0255127,-2.12413,0,54.3108,0.112461,0,0.00538422
0.806,0,-1.66237,0,54.3249,-0.673035,0,-0.0255127,-2.12413,0,54.3108,0.112465,0,0.00537133
0.808,0,-1.66236,0,54.3249,-0.673889,0,-0.0255127,-2.12413,0,54.3108,0.112465,0,0.00538453
0.81,0,-1.66235,0,54.3249,-0.674866,0,-0.0255127,-2.12413,0,54.3108,0.112464,0,0.00537158
0.812,0,-1.66234,0,54.3249,-0.675659,0,-0.0255737,-2.12413,0,54.3108,0.112461,0,0.00538361
0.814,0,-1.66234,0,54.3249,-0.676697,0,-0.0255737,-2.12413,0,54.3108,0.112456,0,0.00537233
0.816,0,-1.66233,0,54.3249,-0.677734,0,-0.0256348,-2.12413,0,54.3108,0.112449,0,0.00538161
0.818,0,-1.66233,0,54.3249,-0.67865,0,-0.0256348,-2.12413,0,54.3108,0.112442,0,0.00537348
0.82,0,-1.66234,0,54.3249,-0.679443,0,-0.0256348,-2.12413,0,54.3108,0.112433,0,0.00537879
0.822,0,-1.66234,0,54.3249,-0.680359,0,-0.0256958,-2.12413,0,54.3108,0.112424,0,0.00537488
0.824,0,-1.66234,0,54.3249,-0.68103,0,-0.0256958,-2.12413,0,54.3108,0.112414,0,0.00537552
0.826,0,-1.66235,0,54.3249,-0.681641,0,-0.0256958,-2.12413,0,54.3108,0.112404,0,0.00537634
0.828,0,-1.66236,0,54.3249,-0.682251,0,-0.0258179,-2.12413,0,54.3108,0.112393,0,0.00537222
0.83,0,-1.66236,0,54.3249,-0.682678,0,-0.0258179,-2.12413,0,54.3108,0.112383,0,0.00537763
0.832,0,-1.66237,0,54.3249,-0.682983,0,-0.0256958,-2.12413,0,54.3108,0.112374,0,0.00536927
0.834,0,-1.66239,0,54.3249,-0.683167,0,-0.0258179,-2.12413,0,54.3108,0.112364,0,0.00537855
0.836,0,-1.6624,0,54.3249,-0.683289,0,-0.0258179,-2.12413,0,54.3108,0.112357,0,0.00536704
0.838,0,-1.66241,0,54.3249,-0.683289,0,-0.0258179,-2.12413,0,54.3108,0.112349,0,0.00537893
0.84,0,-1.66241,0,54.3249,-0.682983,0,-0.0258179,-2.12413,0,54.3108,0.112344,0,0.00536576
0.842,0,-1.66243,0,54.3249,-0.682861,0,-0.0258179,-2.12413,0,54.3108,0.112338,0,0.00537868
0.844,0,-1.66243,0,54.3249,-0.682495,0,-0.0258179,-2.12413,0,54.3108,0.112336,0,0.00536558
0.846,0,-1.66244,0,54.3249,-0.682068,0,-0.0258179,-2.12413,0,54.3108,0.112333,0,0.0053778
0.848,0,-1.66245,0,54.3249,-0.68158,0,-0.0258179,-2.12413,0,54.3108,0.112332,0,0.00536647
0.85,0,-1.66246,0,54.3249,-0.68103,0,-0.0258179,-2.12413,0,54.3108,0.112332,0,0.00537637
0.852,0,-1.66246,0,54.3249,-0.68042,0,-0.0258179,-2.12413,0,54.3108,0.112334,0,0.00536829
0.854,0,-1.66246,0,54.3249,-0.679871,0,-0.0258179,-2.12413,0,54.3108,0.112337,0,0.00537456
0.856,0,-1.66246,0,54.3249,-0.67926,0,-0.0256958,-2.12413,0,54.3108,0.11234,0,0.00537079
0.858,0,-1.66246,0,54.3249,-0.67865,0,-0.0258179,-2.12413,0,54.3108,0.112345,0,0.0053726
0.86,0,-1.66246,0,54.3249,-0.678101,0,-0.0256958,-2.12413,0,54.3108,0.11235,0,0.00537362
0.862,0,-1.66246,0,54.3249,-0.67749,0,-0.0256958,-2.12413,0,54.3108,0.112356,0,0.00537074
0.864,0,-1.66246,0,54.3249,-0.677002,0,-0.0256958,-2.12413,0,54.3108,0.112361,0,0.00537642
0.866,0,-1.66246,0,54.3249,-0.676575,0,-0.0256958,-2.12413,0,54.3108,0.112368,0,0.00536924
0.868,0,-1.66246,0,54.3249,-0.676086,0,-0.0256348,-2.12413,0,54.3108,0.112374,0,0.00537883
0.87,0,-1.66245,0,54.3249,-0.675903,0,-0.0256348,-2.12413,0,54.3108,0.112381,0,0.0053683
0.872,0,-1.66245,0,54.3249,-0.675659,0,-0.0256348,-2.12413,0,54.3108,0.112386,0,0.00538056
0.874,0,-1.66244,0,54.3249,-0.675476,0,-0.0255737,-2.12413,0,54.3108,0.112393,0,0.00536809
0.876,0,-1.66243,0,54.3249,-0.675354,0,-0.0256348,-2.12413,0,54.3108,0.112397,0,0.00538139
0.878,0,-1.66243,0,54.3249,-0.675354,0,-0.0256348,-2.12413,0,54.3108,0.112402,0,0.00536864
0.88,0,-1.66242,0,54.3249,-0.675476,0,-0.0256348,-2.12413,0,54.3108,0.112406,0,0.00538125
0.882,0,-1.66242,0,54.3249,-0.675476,0,-0.0256348,-2.12413,0,54.3108,0.112409,0,0.00536991
0.884,0,-1.66241,0,54.3249,-0.675781,0,-0.0256348,-2.12413,0,54.3108,0.112411,0,0.00538019
0.886,0,-1.6624,0,54.3249,-0.675903,0,-0.0256348,-2.12413,0,54.3108,0.112413,0,0.00537176
0.888,0,-1.6624,0,54.3249,-0.67627,0,-0.0256348,-2.12413,0,54.3108,0.112414,0,0.00537836
0.89,0,-1.6624,0,54.3249,-0.676697,0,-0.0256348,-2.12413,0,54.3108,0.112414,0,0.00537396
0.892,0,-1.66239,0,54.3249,-0.67688,0,-0.0256348,-2.12413,0,54.3108,0.112413,0,0.00537602
0.894,0,-1.66239,0,54.3249,-0.677429,0,-0.0256348,-2.12413,0,54.3108,0.112412,0,0.00537623
0.896,0,-1.66239,0,54.3249,-0.677734,0,-0.0256348,-2.12413,0,54.3108,0.11241,0,0.0053735
0.898,0,-1.66238,0,54.3249,-0.678223,0,-0.0256958,-2.12413,0,54.3108,0.112407,0,0.0053783
0.9,0,-1.66238,0,54.3249,-0.678528,0,-0.0256348,-2.12413,0,54.3108,0.112405,0,0.00537113
0.902,0,-1.66238,0,54.3249,-0.678711,0,-0.0256348,-2.12413,0,54.3108,0.112401,0,0.00537987
0.904,0,-1.66239,0,54.3249,-0.679138,0,-0.0256348,-2.12413,0,54.3108,0.112398,0,0.00536923
0.906,0,-1.66239,0,54.3249,-0.679443,0,-0.0256958,-2.12413,0,54.3108,0.112393,0,0.00538075
0.908,0,-1.66239,0,54.3249,-0.679749,0,-0.0256348,-2.12413,0,54.3108,0.11239,0,0.00536803
0.91,0,-1.6624,0,54.3249,-0.679871,0,-0.0256958,-2.12413,0,54.3108,0.112385,0,0.00538081
0.912,0,-1.6624,0,54.3249,-0.680054,0,-0.0258179,-2.12413,0,54.3108,0.112382,0,0.00536769
0.914,0,-1.6624,0,54.3249,-0.680176,0,-0.0256958,-2.12413,0,54.3108,0.112378,0,0.00538003
0.916,0,-1.6624,0,54.3249,-0.680237,0,-0.0256958,-2.12413,0,54.3108,0.112375,0,0.00536823
0.918,0,-1.66241,0,54.3249,-0.680237,0,-0.0258179,-2.12413,0,54.3108,0.112372,0,0.00537849
0.92,0,-1.66241,0,54.3249,-0.680237,0,-0.0256958,-2.12413,0,54.3108,0.11237,0,0.00536956
0.922,0,-1.66242,0,54.3249,-0.680237,0,-0.0258179,-2.12413,0,54.3108,0.112367,0,0.0053764
0.924,0,-1.66242,0,54.3249,-0.680176,0,-0.0256958,-2.12413,0,54.3108,0.112366,0,0.0053715
0.926,0,-1.66242,0,54.3249,-0.680054,0,-0.0256348,-2.12413,0,54.3108,0.112364,0,0.005374
0.928,0,-1.66243,0,54.3249,-0.679871,0,-0.0258179,-2.12413,0,54.3108,0.112364,0,0.00537377
0.93,0,-1.66243,0,54.3249,-0.679626,0,-0.0258179,-2.12413,0,54.3108,0.112364,0,0.00537159
0.932,0,-1.66243,0,54.3249,-0.679565,0,-0.0258179,-2.12413,0,54.3108,0.112364,0,0.00537606
0.934,0,-1.66243,0,54.3249,-0.67926,0,-0.0258179,-2.12413,0,54.3108,0.112365,0,0.0053695
0.936,0,-1.66243,0,54.3249,-0.679016,0,-0.0256348,-2.12413,0,54.3108,0.112365,0,0.00537807
0.938,0,-1.66243,0,54.3249,-0.678711,0,-0.0256958,-2.12413,0,54.3108,0.112367,0,0.00536798
0.94,0,-1.66243,0,54.3249,-0.678528,0,-0.0258179,-2.12413,0,54.3108,0.112369,0,0.00537951
0.942,0,-1.66243,0,54.3249,-0.678345,0,-0.0256348,-2.12413,0,54.3108,0.112371,0,0.00536724
0.944,0,-1.66244,0,54.3249,-0.67804,0,-0.0256958,-2.12413,0,54.3108,0.112373,0,0.00538022
0.946,0,-1.66243,0,54.3249,-0.677917,0,-0.0256958,-2.12413,0,54.3108,0.112376,0,0.00536737
0.948,0,-1.66243,0,54.3249,-0.677734,0,-0.0256958,-2.12413,0,54.3108,0.112378,0,0.00538009
0.95,0,-1.66243,0,54.3249,-0.67749,0,-0.0256958,-2.12413,0,54.3108,0.112381,0,0.00536836
0.952,0,-1.66243,0,54.3249,-0.677429,0,-0.0256348,-2.12413,0,54.3108,0.112382,0,0.00537915
0.954,0,-1.66243,0,54.3249,-0.677429,0,-0.0256958,-2.12413,0,54.3108,0.112385,0,0.00537008
0.956,0,-1.66243,0,54.3249,-0.677185,0,-0.0256348,-2.12413,0,54.3108,0.112387,0,0.00537753
0.958,0,-1.66242,0,54.3249,-0.677185,0,-0.0256958,-2.12413,0,54.3108,0.112389,0,0.00537233
0.96,0,-1.66242,0,54.3249,-0.677185,0,-0.0256958,-2.12413,0,54.3108,0.112391,0,0.00537546
0.962,0,-1.66242,0,54.3249,-0.677185,0,-0.0256958,-2.12413,0,54.3108,0.112392,0,0.00537481
0.964,0,-1.66242,0,54.3249,-0.677307,0,-0.0256348,-2.12413,0,54.3108,0.112393,0,0.00537322
0.966,0,-1.66241,0,54.3249,-0.677429,0,-0.0256348,-2.12413,0,54.3108,0.112394,0,0.0053772
0.968,0,-1.66241,0,54.3249,-0.677429,0,-0.0256348,-2.12413,0,54.3108,0.112395,0,0.00537112
0.97,0,-1.66241,0,54.3249,-0.677612,0,-0.0256348,-2.12413,0,54.3108,0.112395,0,0.0053792
0.972,0,-1.66241,0,54.3249,-0.677734,0,-0.0256348,-2.12413,0,54.3108,0.112395,0,0.00536943
0.974,0,-1.66241,0,54.3249,-0.677917,0,-0.0256348,-2.12413,0,54.3108,0.112394,0,0.00538054
0.976,0,-1.6624,0,54.3249,-0.67804,0,-0.0256348,-2.12413,0,54.3108,0.112394,0,0.00536839
0.978,0,-1.6624,0,54.3249,-0.678101,0,-0.0256348,-2.12413,0,54.3108,0.112393,0,0.00538107
0.98,0,-1.6624,0,54.3249,-0.678223,0,-0.0256958,-2.12413,0,54.3108,0.112392,0,0.00536814
0.982,0,-1.6624,0,54.3249,-0.678406,0,-0.0256958,-2.12413,0,54.3108,0.11239,0,0.00538071
0.984,0,-1.6624,0,54.3249,-0.678528,0,-0.0256348,-2.12413,0,54.3108,0.11239,0,0.0053687
0.986,0,-1.6624,0,54.3249,-0.678711,0,-0.0256958,-2.12413,0,54.3108,0.112388,0,0.0053795
0.988,0,-1.6624,0,54.3249,-0.678711,0,-0.0258179,-2.12413,0,54.3108,0.112387,0,0.00537001
0.99,0,-1.6624,0,54.3249,-0.678955,0,-0.0256958,-2.12413,0,54.3108,0.112385,0,0.00537762
0.992,0,-1.6624,0,54.3249,-0.678955,0,-0.0256958,-2.12413,0,54.3108,0.112384,0,0.00537188
0.994,0,-1.6624,0,54.3249,-0.679016,0,-0.0256348,-2.12413,0,54.3108,0.112382,0,0.00537529
0.996,0,-1.66241,0,54.3249,-0.679016,0,-0.0256348,-2.12413,0,54.3108,0.112381,0,0.00537406
0.998,0,-1.66241,0,54.3249,-0.679016,0,-0.0256958,-2.12413,0,54.3108,0.11238,0,0.00537282
1,0,-1.66241,0,54.3249,-0.679138,0,-0.0256958,-2.12413,0,54.3108,0.112378,0,0.00537626
1.002,0.0116687,-1.66327,0,54.3245,-1.44946,0,-0.0438232,-2.12461,0,54.3109,-0.368546,0,0.10165
1.004,0.0233372,-1.66665,0,54.3236,-3.04138,0,-0.0822754,-2.12698,0,54.3108,-1.77885,0,-0.127841
1.006,0.0350051,-1.67436,0,54.3221,-5.39209,0,-0.140503,-2.13303,0,54.3106,-4.0418,0,-0.124852
1.008,0.0466723,-1.68771,0,54.3201,-8.41364,0,-0.217712,-2.14431,0,54.3101,-7.01973,0,-0.388054
1.01,0.0583384,-1.70797,0,54.3175,-12.0029,0,-0.312561,-2.16218,0,54.3092,-10.6248,0,-0.476394
1.012,0.0700031,-1.7364,0,54.3145,-16.0446,0,-0.424561,-2.18774,0,54.3078,-14.7079,0,-0.89194
1.014,0.0816663,-1.77372,0,54.3109,-20.4266,0,-0.549194,-2.22184,0,54.3059,-19.1774,0,-1.04605
1.016,0.0933277,-1.82052,0,54.307,-25.0297,0,-0.684082,-2.26512,0,54.3035,-23.8836,0,-1.35134
1.018,0.104987,-1.87708,0,54.303,-29.7679,0,-0.837891,-2.31794,0,54.3005,-28.7152,0,-1.61113
1.02,0.116644,-1.94407,0,54.3018,-34.8519,0,-1.11859,-2.38041,0,54.297,-33.5437,0,-1.89435
1.022,0.128298,-2.02118,0,54.3003,-39.7902,0,-1.40076,-2.45242,0,54.2928,-38.2533,0,-2.25128
1.024,0.139949,-2.10065,0,54.297,-44.5163,0,-1.68939,-2.53363,0,54.2881,-42.7443,0,-2.5016
1.026,0.151598,-2.18289,0,54.2924,-48.868,0,-1.96014,-2.6235,0,54.2826,-46.9043,0,-2.93397
1.028,0.163242,-2.27263,0,54.2873,-52.7848,0,-2.21887,-2.72129,0,54.2765,-50.6716,0,-3.14279
1.03,0.174883,-2.37885,0,54.2799,-56.3577,0,-2.51874,-2.82612,0,54.2698,-53.9447,0,-3.61523
1.032,0.18652,-2.49231,0,54.2719,-59.3843,0,-2.80737,-2.93698,0,54.2624,-56.7043,0,-3.77466
1.034,0.198153,-2.61148,0,54.2638,-61.6957,0,-3.12012,-3.05277,0,54.2543,-58.8661,0,-4.24108
1.036,0.209782,-2.73442,0,54.2555,-63.3543,0,-3.41199,-3.1723,0,54.2457,-60.4527,0,-4.34419
1.038,0.221406,-2.85966,0,54.247,-64.3762,0,-3.66772,-3.29437,0,54.2366,-61.4025,0,-4.75417
1.04,0.233024,-2.98594,0,54.2384,-64.7646,0,-3.88513,-3.41777,0,54.227,-61.7741,0,-4.79678
1.042,0.244638,-3.11203,0,54.2297,-64.537,0,-4.06366,-3.54129,0,54.2171,-61.5328,0,-5.10386
1.044,0.256246,-3.23675,0,54.2211,-63.7253,0,-4.20361,-3.66381,0,54.2069,-60.7632,0,-5.08701
1.046,0.267848,-3.35899,0,54.2126,-62.3729,0,-4.30566,-3.78425,0,54.1966,-59.4606,0,-5.25689
1.048,0.279444,-3.47775,0,54.2043,-60.5356,0,-4.37219,-3.90165,0,54.1861,-57.7219,0,-5.18859
1.05,0.291034,-3.59214,0,54.1962,-58.2781,0,-4.40558,-4.01517,0,54.1757,-55.5742,0,-5.20533
1.052,0.302617,-3.70168,0,54.1882,-55.6381,0,-4.35675,-4.12408,0,54.1653,-53.1119,0,-5.10069
1.054,0.314193,-3.80663,0,54.1793,-52.5693,0,-4.0426,-4.22781,0,54.1552,-50.3933,0,-4.96941
1.056,0.325762,-3.90546,0,54.1707,-49.3115,0,-3.70776,-4.32592,0,54.1454,-47.4971,0,-4.84887
1.058,0.337324,-3.99789,0,54.1626,-45.9498,0,-3.36121,-4.41815,0,54.1359,-44.5095,0,-4.59462
1.06,0.348879,-4.08381,0,54.155,-42.5679,0,-3.01172,-4.50437,0,54.1268,-41.4826,0,-4.48061
1.062,0.360425,-4.16325,0,54.1479,-39.2469,0,-2.66797,-4.5846,0,54.1182,-38.5241,0,-4.14393
1.064,0.371964,-4.23654,0,54.1414,-36.0453,0,-2.34576,-4.659,0,54.1099,-35.6541,0,-4.05692
1.066,0.383494,-4.30429,0,54.1355,-33.0038,0,-2.06659,-4.72787,0,54.1022,-32.9927,0,-3.68728
1.068,0.395015,-4.36626,0,54.13,-30.2572,0,-1.81445,-4.79161,0,54.0948,-30.5267,0,-3.64228
1.07,0.406527,-4.42318,0,54.1253,-27.9317,0,-1.61865,-4.85074,0,54.0879,-28.3776,0,-3.29092
1.072,0.418031,-4.47595,0,54.1217,-26.051,0,-1.4809,-4.90584,0,54.0812,-26.5032,0,-3.29533
1.074,0.429525,-4.5251,0,54.1183,-24.547,0,-1.36987,-4.95758,0,54.0749,-25.0142,0,-3.00866
1.076,0.441009,-4.57141,0,54.1149,-23.4398,0,-1.2868,-5.00666,0,54.0688,-23.8476,0,-3.0619
1.078,0.452483,-4.61388,0,54.1113,-22.7376,0,-1.23602,-5.05381,0,54.0629,-23.0914,0,-2.87648
1.08,0.463947,-4.65489,0,54.1068,-22.405,0,-1.22064,-5.0998,0,54.057,-22.673,0,-2.97137
1.082,0.475401,-4.69812,0,54.1008,-22.4022,0,-1.28271,-5.14533,0,54.0511,-22.648,0,-2.91066
1.084,0.486844,-4.74182,0,54.0944,-22.773,0,-1.4007,-5.19114,0,54.0451,-22.9453,0,-3.03588
1.086,0.498276,-4.78645,0,54.0877,-23.4933,0,-1.55719,-5.23788,0,54.0389,-23.5819,0,-3.10883
1.088,0.509697,-4.83271,0,54.0806,-24.5259,0,-1.74969,-5.28618,0,54.0325,-24.4992,0,-3.2518
1.09,0.521106,-4.88123,0,54.0731,-25.828,0,-1.97479,-5.33656,0,54.0258,-25.6728,0,-3.45304
1.092,0.532504,-4.93254,0,54.065,-27.3517,0,-2.22833,-5.38951,0,54.0187,-27.0652,0,-3.60238
1.094,0.543889,-4.98761,0,54.0567,-29.0093,0,-2.53821,-5.4454,0,54.0112,-28.6128,0,-3.91353
1.096,0.555263,-5.0467,0,54.049,-30.8837,0,-2.92017,-5.50453,0,54.0032,-30.3043,0,-4.06068
1.098,0.566624,-5.10967,0,54.0407,-32.8243,0,-3.31915,-5.56709,0,53.9946,-32.043,0,-4.45266
1.1,0.577972,-5.17662,0,54.0319,-34.7758,0,-3.7276,-5.63318,0,53.9856,-33.8453,0,-4.59238
1.102,0.589307,-5.24755,0,54.0225,-36.6846,0,-4.138,-5.70283,0,53.9759,-35.5915,0,-5.02851
1.104,0.600629,-5.32238,0,54.0126,-38.5031,0,-4.5434,-5.77595,0,53.9657,-37.3225,0,-5.1585
1.106,0.611938,-5.40093,0,54.0021,-40.1856,0,-4.93707,-5.85239,0,53.9549,-38.9086,0,-5.59817
1.108,0.623232,-5.48293,0,53.991,-41.692,0,-5.31281,-5.93191,0,53.9436,-40.409,0,-5.71808
1.11,0.634513,-5.56803,0,53.9794,-42.9871,0,-5.66486,-6.01422,0,53.9317,-41.698,0,-6.12093
1.112,0.64578,-5.65584,0,53.9674,-44.0463,0,-5.98907,-6.09897,0,53.9193,-42.8437,0,-6.23123
1.114,0.657032,-5.74592,0,53.9549,-44.8486,0,-6.28162,-6.18576,0,53.9065,-43.7388,0,-6.56137
1.116,0.668269,-5.83776,0,53.9422,-45.3799,0,-6.53955,-6.27415,0,53.8933,-44.4495,0,-6.66241
1.118,0.679492,-5.93083,0,53.9291,-45.6334,0,-6.76074,-6.36371,0,53.8797,-44.8995,0,-6.89236
1.12,0.690699,-6.02461,0,53.9159,-45.6097,0,-6.94409,-6.45395,0,53.8658,-45.1425,0,-6.98385
